"a0heterosexualmalee1","a1heterosexualmalee1","a2heterosexualmalee1","a3heterosexualmalee1","a0heterosexualfemalee1","a1heterosexualfemalee1","a2heterosexualfemalee1","a3heterosexualfemalee1","a0heterosexualmalee2","a1heterosexualmalee2","a2heterosexualmalee2","a3heterosexualmalee2","a0heterosexualfemalee2","a1heterosexualfemalee2","a2heterosexualfemalee2","a3heterosexualfemalee2","a0heterosexualmalee3","a1heterosexualmalee3","a2heterosexualmalee3","a3heterosexualmalee3","a0heterosexualfemalee3","a1heterosexualfemalee3","a2heterosexualfemalee3","a3heterosexualfemalee3"
0.0204067551079687,0.0269331834802822,0.014793793357099,0.0241028529367905,0.0320073526743317,0.0273583781809351,0.00261524715109579,0.0204056058321045,0.0297308819008456,0.0245233252845436,0.0296116891910721,0.0291754260016392,0.0223794085832416,0.0321879182990474,0.0120273914444001,0.0183129871585437,0.0240944336909328,0.0154912010107162,0.0211528284819951,0.0183442596995835,0.0211649857479678,0.0150337340815305,0.00674774343941992,0.0126599400428911
0.0204203096355771,0.0269238192680538,0.0148255906085496,0.0240875787683034,0.032028363733798,0.0273798085027862,0.00261339170209933,0.0204114177656023,0.0297289219132846,0.0245259263314468,0.0296062459129821,0.0292007763169364,0.0223669637567477,0.0321862824662386,0.0120357952964734,0.0183043049648703,0.0240778157327965,0.0154739626741399,0.0211527866374826,0.0183214045117911,0.0211698801521006,0.0150219923049114,0.00675063446033861,0.0126828874533184
0.020445363093144,0.0269112606147132,0.0148729855341987,0.0240917677381232,0.0320434832440631,0.0274051734032117,0.00260545550877406,0.0204484259274894,0.0297255269868205,0.0245074353505598,0.0295956210556206,0.0292427524983086,0.0223740313770098,0.0322114513436533,0.0120435433749089,0.0183114924223012,0.024063433322002,0.0154557203671427,0.0211085980117607,0.0182667120486393,0.0211792160095838,0.0150150602960465,0.0067600062904543,0.0126775128071152
0.0204707842411868,0.0268829007455412,0.0149352685556922,0.0240897534454329,0.0320781140924873,0.0274518432591871,0.00259793836532612,0.0204778554042696,0.0297245984504437,0.0245018595517453,0.0295883882647513,0.0293045335901713,0.0223635313395426,0.0322337426437967,0.0120513987718561,0.018304490348022,0.0240418982277439,0.0154362523421164,0.0210824425063949,0.0182157499014742,0.0211793824137927,0.0149982003567116,0.00676639267924893,0.0126955214437399
0.0204067953478477,0.0269331475922955,0.0147938880492244,0.0241028488201188,0.0320074009287071,0.0273584405739809,0.00261523391066146,0.0204056538821517,0.0297308780549827,0.0245233104286498,0.0296116761252147,0.0291755100063457,0.0223794032008444,0.0321879519711391,0.0120274056759179,0.0183129869649059,0.0240944026319232,0.0154911687778926,0.021152784936357,0.0183441770999378,0.0211649891938752,0.0150337146491586,0.00674775580828425,0.0126599581364589
0.0204381034265968,0.0269076330855553,0.0148635378387131,0.024093423382912,0.0320441199298129,0.0274062456636225,0.00260768697161233,0.0204383335142488,0.0297281047481711,0.0245156660201889,0.0296002971062711,0.02924047675839,0.0223670173598746,0.0322076336863049,0.0120396277962137,0.0183046917208548,0.0240667215377215,0.0154630822154889,0.0211219357762103,0.0182828639388076,0.0211724691743661,0.0150137240772281,0.00675614339165528,0.012683167227115
0.0204455343045364,0.0269033702487457,0.0148804021296183,0.0240886655625442,0.0320532264605768,0.0274158078506132,0.00260566890169877,0.0204446199555269,0.0297267612640313,0.0245138989655357,0.0295973215586544,0.0292526289830019,0.0223652484072827,0.0322100006756866,0.0120435931285989,0.0183043976100445,0.0240598659704585,0.0154551169470629,0.0211176321791469,0.0182686036520899,0.0211746289045208,0.0150101022859605,0.00675850962549541,0.0126892012862284
0.0204245896042996,0.0269295893427366,0.0148212440813891,0.0240882564376248,0.0320190097886864,0.0273752195285485,0.00261512713579184,0.0204164851393628,0.0297282038060572,0.0245219199708326,0.0296030068510853,0.0291999759866632,0.0223665763561703,0.0321872549135679,0.0120363404888806,0.0183013077338421,0.0240752474779843,0.0154702629689561,0.0211384414757258,0.0183145787113525,0.0211791672740086,0.0150199627630239,0.00675114362682425,0.0126805981362489
0.0204069590995304,0.0269330901062744,0.0147941542793886,0.0241027474762464,0.0320075191216681,0.0273586188228041,0.00261522856836407,0.0204057951739783,0.0297308601967238,0.024523277755388,0.0296115904301505,0.0291757923679764,0.0223792872771342,0.0321879887814628,0.0120274812421659,0.0183128807935434,0.0240942361414628,0.015490990282131,0.0211525933078047,0.018343878626758,0.0211651185855474,0.0150335762503473,0.00674779289900667,0.0126601190068498
0.0204207510793884,0.0269426853234646,0.0148057726600605,0.0240930814781143,0.0320041104240635,0.0273559384909531,0.00261489815327447,0.020419877274425,0.029726633078711,0.0245124244670046,0.029601087630157,0.0291810474313771,0.0223813013458583,0.0321880439699534,0.0120357581819055,0.0183140744286718,0.0240836570722029,0.0154738219053486,0.021128542758145,0.0183168475276014,0.0211846306936554,0.0150290692470424,0.00675330802899352,0.0126605523679861
0.0204066749344934,0.026933254983097,0.0147936046935901,0.0241028611388001,0.0320072565328654,0.0273582538697435,0.0026152735311859,0.0204055100977394,0.029730889563299,0.0245233548832565,0.029611715223337,0.0291752586316218,0.0223794193070681,0.0321878512111567,0.0120273630896867,0.0183129875443454,0.0240944955725487,0.0154912652310257,0.0211529152418271,0.0183444242701739,0.0211649788823812,0.0150337727983662,0.00674771879583592,0.0126599039934732
0.0204459534280873,0.0269127375474317,0.0148708188452485,0.0240913068659002,0.0320412370863694,0.0274040789930663,0.002606409118206,0.0204490325694499,0.0297255927120356,0.0245070943614265,0.0295946393355021,0.029243094770647,0.0223723037634836,0.0322109384059148,0.0120436650998559,0.0183091798517984,0.0240625951438023,0.01545483545497,0.0211052676545009,0.018265955579648,0.0211821550113876,0.0150134894356389,0.00675989588838683,0.0126781994786008
0.020437724877733,0.0269087477937431,0.0148622742598314,0.0240861389687918,0.0320461579872094,0.0274066019767926,0.00260921817756176,0.0204303464778679,0.0297279368156668,0.0245216714326861,0.029601064362172,0.0292371006391011,0.022360840369126,0.0321996307832184,0.0120409490920716,0.0182993453764308,0.0240633613716401,0.0154602946159824,0.0211333118432665,0.0182880424623057,0.0211726321713947,0.0150117443396372,0.00675453302327783,0.0126936190739867
0.0204381461830104,0.0269075972120913,0.0148636373617756,0.0240934266674099,0.0320441659416404,0.0274063067344033,0.00260767056028884,0.0204383912675381,0.0297280999120376,0.0245156430469561,0.0296002832140188,0.0292405614481833,0.0223670233333536,0.0322076763934434,0.0120396416887307,0.0183047020062913,0.0240666935773432,0.0154630510676316,0.0211218805558463,0.0182827723136352,0.0211724716339263,0.0150137100513351,0.00675615838246342,0.0126831717788006
0.0204614294733534,0.0268956181680978,0.01491171098272,0.0240929106583548,0.0320627226811416,0.0274309009238486,0.00259948743625305,0.0204695602313526,0.0297241928645179,0.0245003218127287,0.0295908355132176,0.0292776178124525,0.0223737950539161,0.0322276616699549,0.0120484758392161,0.0183130926333405,0.0240521665937965,0.0154442197965096,0.0210890524076096,0.0182327659459065,0.021179144019625,0.0150082624070671,0.00676515557846649,0.0126818504560066
0.0204066343024771,0.0269344954170838,0.0147914977419869,0.0240997598116973,0.0320067931153492,0.0273578190132361,0.0026166621659753,0.0204031138798412,0.0297310024601633,0.0245253220732134,0.0296111221366665,0.0291749756769493,0.0223753340804059,0.0321845645196615,0.0120279224882937,0.0183089232387204,0.0240927725223132,0.0154897961382754,0.021154469249221,0.018345980994398,0.0211673727699142,0.0150313615116126,0.00674708969716466,0.0126644413532565
0.0204066737417756,0.0269344617521195,0.0147915880297115,0.0240997518853291,0.0320068398900267,0.0273578796989734,0.00261665091235876,0.0204031580319323,0.0297309988274235,0.0245253099592425,0.029611108571005,0.0291750577620791,0.0223753236789311,0.0321845934457703,0.0120279371556837,0.018308917955556,0.0240927398827094,0.0154897626649693,0.0211544284622169,0.0183459018843614,0.0211673791514952,0.0150313394195889,0.00674710104725167,0.0126644647956798
0.0204459814984002,0.0269127041282966,0.0148708913494784,0.024091304906826,0.032041278496005,0.0274041326842076,0.00260639965490659,0.0204490650438714,0.0297255915628942,0.0245070884478397,0.0295946321698245,0.0292431639514165,0.0223722937171061,0.0322109639321961,0.0120436738972112,0.018309174382754,0.0240625716798343,0.0154548143228001,0.0211052417599772,0.0182658988966865,0.0211821522060806,0.0150134720681351,0.00675990321993172,0.0126782191644454
0.0204710690900131,0.0268828325422804,0.014935688873443,0.0240895467406908,0.0320782916266156,0.0274521261828415,0.00259794652632225,0.0204780816704844,0.0297245666012082,0.0245018127344491,0.0295882275121196,0.0293050034362585,0.0223632958372012,0.0322337706492495,0.0120515365619002,0.0183042677297167,0.0240415941829693,0.0154359248339432,0.0210821040057929,0.0182152442503946,0.0211796489496893,0.0149979382527706,0.00676645242864723,0.012695832698154
0.0204629903960198,0.0268891908506921,0.0149188611048857,0.0240907086134282,0.0320699194864285,0.0274401623126279,0.00259962010555058,0.0204675431870249,0.0297250201037376,0.0245051557369672,0.0295919826943801,0.029286476812232,0.0223666589922528,0.0322271751431027,0.0120486018890582,0.0183069149520989,0.0240483160790001,0.015442826688034,0.0210944317316737,0.0182322932171857,0.0211761337849233,0.0150039957786419,0.0067639872091829,0.0126915505287558
0.0204064241336162,0.0269350700517705,0.0147908174210788,0.0240961181318985,0.032007788945779,0.0273579670887302,0.00261743539769591,0.0203990943550604,0.0297309209294951,0.0245283343037602,0.0296115123487222,0.0291732470737662,0.0223722444059052,0.0321805444480967,0.0120285759197264,0.0183062465233075,0.0240911071508276,0.0154884184593049,0.0211601810118759,0.0183486137377907,0.0211674530466079,0.0150303790617198,0.00674627761925705,0.0126696619992416
0.020440072561237,0.0269171218754806,0.0148537881769613,0.0240863374646246,0.0320352572827359,0.027398402286207,0.00261180791490179,0.0204369702515458,0.0297273694838044,0.0245153734653481,0.0295958462384954,0.0292358542937182,0.0223603166071492,0.0322002789786524,0.0120419012266137,0.0182964384534315,0.0240624839506361,0.0154571877568158,0.0211145789553662,0.0182817167145492,0.0211856779891507,0.01500841203995,0.00675591926767594,0.0126885124398686
0.0204064626053591,0.0269350376990846,0.0147909052486755,0.0240961058665097,0.0320078361051658,0.0273580268658686,0.00261742529791107,0.0203991327670429,0.029730917261721,0.0245283261144257,0.0296114995071025,0.02917332555618,0.0223722303892042,0.0321805679071102,0.0120285911275919,0.0183062380411082,0.0240910730484919,0.0154883838922905,0.0211601479869822,0.0183485392896392,0.0211674594122699,0.0150303561577839,0.0067462877659737,0.0126696914448809
0.020445769665467,0.0269128176059379,0.0148704991409941,0.0240914057010569,0.0320410907273641,0.0274038656972838,0.00260642366075086,0.0204488644517995,0.029725612372778,0.0245071359465673,0.0295947297857841,0.0292427674889238,0.0223724172570889,0.0322108794590688,0.0120435834016009,0.0183092804056768,0.0240627749068551,0.0154550274358175,0.0211054801865068,0.0182662971649137,0.021182030096265,0.0150136342769133,0.00675985192503,0.0126780343561217
0.0204069184799602,0.0269331262197627,0.0147940588459336,0.0241027517398237,0.0320074705118415,0.0273585559376796,0.00261524187172572,0.0204057467398379,0.0297308640816956,0.0245232927159682,0.0296116036608426,0.0291757076466181,0.0223792928304252,0.0321879549196712,0.0120274668538134,0.0183128811236309,0.0240942675447608,0.015491022879553,0.0211526372827528,0.0183439619576837,0.0211651149597467,0.015033595941857,0.00674778043035085,0.0126601006311105
0.020407357427276,0.0269353090003502,0.0147895131358192,0.0240931258386099,0.0320073349472527,0.027359065927123,0.00261868125437256,0.0203950814653184,0.0297310812632191,0.0245321905579031,0.029612153621454,0.0291726077595618,0.0223675691537204,0.0321768223543849,0.0120287900086434,0.0183012242854509,0.0240882476402258,0.0154865729668186,0.0211644632734425,0.0183507199973429,0.0211680048577244,0.0150285733732973,0.0067447995377445,0.0126763721079854
0.0204478178347184,0.0269062225236341,0.0148784381307478,0.0240889012695644,0.0320486360242166,0.0274136538067949,0.00260654108649785,0.0204472681481661,0.0297263861045268,0.0245118713329737,0.0295956208422759,0.0292524636973608,0.0223649369092328,0.0322105012599921,0.0120439347614966,0.0183027869986222,0.0240584291660137,0.0154531024066136,0.0211102866949075,0.0182649360848853,0.0211794079925434,0.0150089559631169,0.00675879423592032,0.0126882116437744
0.0204064213631142,0.0269363377448777,0.0147908839541502,0.0240971253195401,0.0320068022640846,0.0273560195343257,0.00261682713236933,0.0204011941660437,0.0297304995749021,0.0245258542145556,0.0296108557897179,0.0291719035477814,0.022375449719696,0.032181878999786,0.0120288161973793,0.0183094266739224,0.0240923433822095,0.0154886214510109,0.0211574577034134,0.0183469568387248,0.0211681270071257,0.0150318606303107,0.00674719586792736,0.0126657230218888
0.0204395135106497,0.0269092899908778,0.0148594919386495,0.0240801825399574,0.032045156391929,0.0274086789593666,0.00261172852756508,0.0204222489289893,0.0297282646093011,0.0245293955621259,0.0296023717598572,0.0292356661024588,0.0223515235829181,0.0321921443237904,0.0120413466444479,0.0182893239946197,0.0240577139433942,0.0154566749081816,0.0211419370499859,0.0182924010361589,0.0211737224077053,0.0150081809055013,0.00675155841468833,0.0127069722735995
0.0204246794984106,0.0269295315616008,0.0148214292169189,0.0240882240128097,0.0320190998919147,0.0273753392489483,0.00261510801149278,0.0204165735362349,0.029728193443902,0.0245218962022487,0.0296029724037866,0.029200140586051,0.022366545332702,0.0321873017874789,0.0120363770856815,0.0183012862160065,0.024075168234881,0.0154701788637161,0.02113835313126,0.0183144067865096,0.0211791979863282,0.0150199099696613,0.00675116747224844,0.0126806615428919
0.0204382280435215,0.0269051143031239,0.0148678551890916,0.0240996331521924,0.0320450940116181,0.0274071778382608,0.00260489137104949,0.0204431873575744,0.0297278739246926,0.0245117060004706,0.0296014699534358,0.0292411288510218,0.022375198833056,0.0322142543516273,0.0120385223834603,0.0183128357080502,0.0240701414159439,0.015465990657104,0.0211187700032938,0.0182796557945343,0.0211676809057086,0.0150185353830577,0.00675741753584673,0.0126740916186054
0.0204208239442299,0.0269426554759639,0.0148059106313409,0.0240930606946537,0.0320041657942379,0.0273560128858306,0.00261488098065191,0.0204199603801761,0.0297266214618569,0.0245123884023356,0.0296010542900228,0.0291811618297665,0.0223812976169172,0.0321880864243976,0.0120357894128758,0.0183140759234586,0.0240836008734821,0.0154737536809662,0.0211284492990361,0.01831670006441,0.0211846664161106,0.015029037406474,0.00675333244395615,0.0126605760514602
